USER,STAR,DATE,LIKE,REVIEW
Bts 최고!황시헌, 1,2021-05-03,0,하 다른 것도 안 되고 만 14세 미만이라고 너무... 다른 것도 안 되고 하네요
Dong Kyu Kim, 1,2021-03-02,4,아이디 로그인도 되지 않습니다.
박창희, 5,2021-06-02,0,나이가있어서혜택을ㅡ
정영섭, 5,2021-03-19,1,오랫동안 편리하게 잘 사용하고 있습니다.
서재윤, 1,2021-04-29,1,진짜 엘지 데이터 개느림 폰 바꾸면서 바로 옮긴다 엘지 쓰지마세요~
김희선, 1,2021-02-21,1,리뷰 백날쓰면 뭐해 담당자가 있는지 모르겠지만 확인도 안하고.... u+ 17년 참고 쓰다가 이번에 sk로 갈아탓는데 좋은점이 한두개가 아니다 lgu+ 고객센터고 나발이고 안좋은점이 한둘도 아니고 그저 기고객들 요금빨아먹는 모기같은 기업 ^^ 폰은 갈아탓는데 인터넷에 tv 사은품 받은게 물려있어 피눈물 삼키면서 고객센터 어플 깔았는데 로그인 안됨.... 그저 역시나다 엿이나
황현철, 1,2021-01-23,0,최악이네요.. 납부방법 변경하려고 했는데 정말 어렵네요 되지도 않고..
luís kim, 1,2021-03-08,0,u+인터넷 가입자라 요금 보려고 열었는데 회원가입도 제대로 안되고 쓰레기 같네요 첫달 요금 영상으로 고지하면 뭐하나 어디로 돈 입금해야하는지 영상에 없는데..
2C GGGORI, 1,2021-06-07,0,"무제한 3g로는 들어가지도 못하는 상태, 늘 그래왔고 로딩 화면의 국내 데이터통화료 무료가 맞는지 전혀 알 수 없는 수준"
Ji Ka, 1,2021-04-01,0,별 0개는 없나 1개도 아까운데 몇일째 접속도 안되는데 공지하나 없네
송종섭, 1,2020-12-31,0,진짜 KT쓰다 어제 LG UPlus로 넘어왔는데.. 와벌써부터 구린게 확 느껴지네. 아니무슨 고객센터어플접속을 한10번했는데 전부 하얀화면만 나오고 접속이 안되냐. 내폰이 그렇다고 막 특이폰도 아닌데.. 진심 구리다구려. 이전에도 유쁠 폰쓰다가 지하철에서 안터져서 분노폭발직전이였는데 난 왜또 이젠 개선되었겠지라는 막연한 생각에 가입을 또 한걸까... 후회막심이다.
정진학, 4,2021-02-15,0,요금자동결제날짜변경요망
박영자, 1,2021-05-23,0,부가서비스 하나 해지못하는 쓰레기앱
이아름, 1,2021-03-22,1,아니 왜 접속이안되요?!!!!지금당장 들어가야되는데
Bunny Lee, 1,2021-02-14,0,어이없네 로그인안되고 앱 왜 만든거임 고객센터는 개뿔
xong, 1,2020-12-29,129,최악의 앱입니다. 나름 대한민국 3대 메이저 통신사임에도 불구하고 알뜰폰 고객센터 앱보다 불안정하며 간단한 업무볼때도 서비스 이용이 원활하지 않다며 뒤로가기가 아닌 앱 종료를 시켜버려 로그인 단계부터 하나하나 다시해야합니다. 더욱 짜증나는건 다시 로그인해서 처음부터 한다고 안튕기는게 아니고 2~3번 반복해서 어플이 꺼집니다. 아니 서비스 이용이 원활하지 않은건 알겠는데 왜 어플을 종료하는지.. 그리고 요금제 변경같은 업무는 잘 처리해주면서 일시정지나 부가서비스 해지같은 업무는 114로 전화연결도 매우 어렵게 해놓고 어플로는 찾기도 어려우며 하다가 자꾸 꺼지는게 고의인 것 처럼 느껴지네요..
인구야, 1,2021-04-23,0,15년 엘지 썻는데 인터넷 모이리 느려빠졋냐 sk로 간다
민채원, 1,2021-04-05,0,별하나도 줄 수 없을 정도의 수준이예요
Beenzino, 1,2021-03-14,0,5G 답답함 느려터지고 렉 4G때가 빨랐네
주청이, 1,2021-03-11,1,어제 부터 접속이 안되요 어떻게 된거죠?
박정훈, 1,2021-01-05,0,"이것저것 다 해봤는데도 업데이트 먹통 고객센터에서도 모름 ㅋㅋ 여러 통신사를 써봤지만 그중 최악임, 무슨근거로 고객만족 1위 앱이라는 어플설명에 올려뒀는지 모르겠지만 역시 헬쥐는 헬쥐 두번다시 엘지는 쓸일 없을듯"
hoyoung choi, 1,2021-01-08,83,진짜 앱이 최악이다. 느리고 불편하다. kt 쓰다가 이거 쓰니 진짜 비교된다. 특히 겜 켜놨는데 청구서 도착 알림 전체 화면으로 떠있는거 보고 순간 핸폰 부술뻔 했다. 이건 앱 자체 알림을 끄지 않는 한 무조건 뜨더라. 어느순간부터 사라진 최악에 알림을 아직도 쓰다니 유플 수준이 어떤지 알겠다. 약정만 끝나면 엘지 떠나서 절대 다시 안올꺼다.
은혜선, 4,2021-06-09,0,개인정보 보호 차원으로 다시 간편로그인하라고 해서 했는데 유시오류 계속 뜨네요.
사현, 1,2021-03-27,0,그놈의 서비스 원활;;;; 이러고 또 미납금 생기면 추가금은 내가 내야하잖아요 고객을 진짜 호구로 아시나요?? 통신사 바꿀거예요
김세란, 1,2021-05-08,0,"로그인이 안되네요 캐시,데이터 삭제하고 다시 깔아도 접속이 안됩니다!!!"
푸티, 1,2020-12-23,9,어플이 멍청해요. 회원가입하라해서 했는데 사용자 정보가 없다고 뜨고 심심하면 브라우저 열어서 해결하라합니다. 이런 멍청한 어플을 만드는데 인력쓰지 말고 그냥 사이트하나로 해결하는게 더 생산성있겠네요.
리니셜, 3,2020-12-15,8,인터넷도 잘 되고 통화도 잘되는데 고객센터 앱 실행 후 생년월일 치고. 로그인 버튼 누르면 서비스 이용이 원활하지 않다면서 앱이 종료됩니다. 몇일째 그대로에요... 고쳐주세요!!!!!!!!!!!!!
신승태, 1,2021-01-05,28,"최근 자동업데이트 후 로고화면만 보이다가 꺼져버립니다. 전체 삭제후 초기설치를 몇차례 하였으나, 동일 현상이 계속됩니다. 신속처리 바랍니다."
항해, 1,2021-01-20,0,앱 이따구로 만들거면 그냥 만들지 말았으면 좋겠네요 앱으로 가능한게 없네요. 전부 고객센터->가입대리점 루트로 전화해야 해결 가능하네요.
Sooyeon Kim, 1,2021-01-21,0,이거 지금 되는거 맞나요? 계속 화면이동중.....
하상재, 5,2020-12-15,13,편리하고.쉽고.간단하다. 휴대폰 교체한지 이십여일 서서히 적응되어간다 완벽히 다루긴 아직 서툴지만 하나하나 알아가는 재미가 쏠쏠하다 산두달후가 더욱 기대되고 그때쯤이면 완벽히 적응하려나 기대되고 설레인다 더나은 희망과 내일을 기다린댜 유플러스고객센터에 감사를 표합니다.
Here and Now, 1,2021-01-20,0,렉만 쳐걸리고 계속 들어가지지도 않네 거지같은 쓰레기 어플 ㅎ. 안그래도 lg u+ 인터넷도 그렇게 끊기고 거지같더니 앞으론 그냥 LG 관련된건 다 손절하고 쓰레기라고 생각하면 되겠네. 핸드폰 약정 끝나자마자 skt나 kt로 갈아탄다.
최문성, 1,2021-05-19,0,별하나도 아깝네요
창창, 1,2021-04-12,2,뭔 어플이 심심하면 서버이용이 원활하지않다고 안들어가집니까
이혁, 1,2021-01-14,2,앱 설치하고 실행하면 바로 꺼져버림 권한 허용까지 한 직후에 그냥 꺼져버림 몇번 지웠다 깔아도 안됨 설치를 했는데 사용을 못함 어떻게 해야되나요?
박순미, 1,2020-12-19,0,넘느립니다 요금제대비 서비스가 너무 아니옵니다 8년째이용인데 타통신사로 갈아탈때가 된거같습니다 업데이트 10분째 돌기만하네요 뭐가문제인가요
꿩이영, 1,2021-01-10,0,걍 lg u+ 인터넷은 3사 최악이다. 항상 기차타고 집갈 때마다 느끼는데 조치원 근처 지날때면 인터넷이 먹통이다. 기지국도 없나?? 약정 끝나면 유플러스는 다신 안쓴다.
김희곤, 1,2021-01-17,1,정말 최악임 짐 몇일째 접속이 안되는지.. 우리나라 삼대 통신사이면서 고객센테하나 관리도 못합니까? 이래서야 유프러스를 믿고 사용하겠습니까!!!
구자원, 1,2021-03-16,0,아니 벨벳폰 사용하는데 노래 업로드하려하는데 계속 튕겨요 업데이트좀 해주세요
김행겸, 3,2020-12-22,0,선생님들 로그인을 하는데 서비스이용이원할하지않습니다.이렇게뜨고 접속자가 많다고 안들어가는데 어떻게 하나요..기달려야하나
Google 사용자, 3,2018-11-11,3,"어플을 쓰면서 느끼는건데 데이터와 통화,문자를 실시간으로 확인할 수 있겠끔 상단바에 고정시켜둘 수 있는 기능이 생겼으면 좋겠다.인데요. 그렇게하면 굳이 실시간으로 볼 수 있는 다른 어플을 깔지 않아도 되는 번거로움과 배터리 절약에 조금이나마 도움이 될 수 있으리라 생각이 되는거든요. 타 통신사에 보시면 그 어플 자체안에다가 그런 기능을 탑재해놔서 고객분들이 조금 더 편리하게 사용할 수 있고 눈이 자주가게 됨으로써 어플에게도 손길이 닿을 수 있겠끔 다양한 서비스,친절한 설명과 대응 등 여러가지로도 비교가 참 되는데요.. 과연,변화는 가능한 것일까요? lg??"
배문진, 1,2021-01-04,0,Skt통신사 갤s20 폰사용주인데 이번에 인터넷 티비 u플러스 가입했는데 고객센터 앱이 열리지를 않슴다. 별에 별 방법을 해도 안되는데 어찍 해야 하나요??
박성환, 5,2021-03-17,1,매우 매우 좋습니다 사용하니 편리합시다 . 안녕하세요 행복하세요 건강하세요 축구 가세요 축구 해 놨습니다
HyunHee Kim, 1,2021-03-30,0,열리질않네요 요금납부하려는데답답하네요
황시영, 1,2021-05-30,0,쓰레기 고갘센터
김긍정, 1,2021-01-05,0,최악이네 실행이 안되어 재설치해서 로그인할려니 가입되지 않은 고객 이란 멘트 뜨고 다시해도 똑같네.. 머 이따구지 8년썻는데 갈아탈때 댄건가
김동섭, 5,2021-01-28,0,국내•해외에 영상통화 꼭 필요하오니 와이프연결로 설치할 수있는데 영상 꼭 이용할수있도록 하기바랍니다!!
BYOUNG JOON Park, 1,2020-12-30,0,"계속 자동 종료됩니다, 지우고 깔고를 십회이상 반복했는데 저만 있는 증상 이 아닌듯합니다. 조속히 개선해주세요"
조요안, 1,2020-10-06,2,"직장의 특성상 일과시간중 휴대폰을 사용할 수 없고, 퇴근 후 통화 가능. 이전설치 신청하려니 아예 저같은 특수직은 신청 자체가 안되고, 홈피에서 이전신청 하려니 메뉴 자체가 없음. 참 개떡같은 고객서비스다. 답변보고 리뷰 수정. 이걸 답변이라고 올렷나? 한글 이해 못하시나? 일과시간중에 전화를 못하는 경우에 관해서 불편함을 토로했는데, 통화가능한 시간을 답변이랍시고 올리면.. 이게 무슨 ..장난치자는건가? 싸우자는건가?"
유승규, 1,2021-01-18,0,걍 접속이 안됨 ㅠ왜그런지 이유를 찾고싶음 회색 배경에서 5분 대기타도 그 화면 그대로 ui가 문제인건지 서버에 문제가 있는건지 sm 분들이 해결좀 해주세요
김유진, 1,2021-01-11,0,제폰은 kt고 딸이 u+라 딸거 보려고 들어갓더니 동의누르래서 눌렀더니 걍 꺼지네요 타통신사는 접속도 안돼나요?!!!!!!!!!
Face book, 1,2019-06-04,1,"광고도 없고 불필요한 알림 안떠서 좋기는 하다. 사용도 편하고 설명도 잘되있으니까 그또한 편하다. 그런대! 왜 돈을 내도내도 앱들어가면 미납으로 떠있는건가? 페이퍼 지로용지 안받는 사람은 앱 볼때마다 이게 뭔가싶고 분명 앱에서 요금 확인하고 30만원이상 결제가 안되니까 29만원 한번긁고 다시 남은액수 만큼 또한번 긁는대 결제하고 확인해도 미납, 다음날 확인해도 미납, 일주일뒤 확인해도 미납 그냥 달수 꽉채워서 미납인 이유가 뭔가? 다달이 50~60만원씩 사용중인대 진짜 이제는 019시절부터 지켜온 럭키금성 의리로도 못버틸만큼 짜증이 난다."
오늘은 뭐하지 Today is, 1,2020-12-29,0,별하나 주기도 아깝네요 어플깔고 제대로 확인한건 손가락으로 꼽을정도.. 뭔놈에 어플이 화면이동한다고하고 함흥차사야...!
진토, 1,2021-04-02,0,엄마를 데이터 좀 주려는데 인증문자가 오지를 않네... 몇번째 시도인지.... 직원들 앱 관리 안해요?
Y Ya, 1,2019-06-07,8,"깔고 간편로그인 하려고 했더니 서비스 이용이 원활하지 않다고 오류나면서 앱 종료되고 일반로그인 하려고 가입하고 다시 들어왔더니 유플러스 가입상품이 없다 그런 문구 나오면서 또 로그인 안되고ㅋㅋㅋㅋㄱㅋ 아예 서비스가 안된다면 이해하겠는데, 가입은 시키고 정작 어플 사용을 못하게 하는건 사용자로 하여금 굉장히 불합리한 처사처럼 느끼게 합니다. 알뜰폰 사용중인데 알뜰폰 사용자가 이용할 수 없다면 애초에 가입시키질 말았어야죠... 대체 저한테 왜이러시조...ㅠㅠㅠ"
하유경, 1,2021-01-07,1,도대체 왜 접속이 안되나요? 앱이 자꾸 꺼집니다. 실행하면 로고만 보이다가 꺼져요. 빨리 개선해주세요.
송광현, 2,2020-08-12,2,"되게 웃긴거 하나 설명하자면 컬러링 앱을 먼저 들 수 있다. LG유플러스는 전용 컬러링 앱인 뮤직벨링 말고 다른 앱들은 벨소리 및 컬러링을 설정할 수가 없다. 인터넷은 잘 안되는건 물론... 그리고 나는 LG유플러스 VIP플러스 임에도 아무런 혜택이 없고 돈은 돈대로 다 빨아가면서 자기들 전용앱 말고 해결할 수 있는 선택권을 점점 줄여가고 있다. 나는 엘지 인터넷(2개), 핸드폰(2개), 티비, 인터넷전화 등 다 해제하고 손해보상 받을 수 있다면 다 탈퇴하도 싶다. 다른 통신사에서 vip 안되도 상관없다."
김수완, 1,2021-01-19,1,갤럭시S20 울트라 사용자인데 실행하면 로딩하다 자동 종료됩니다 몇번을 재설치해도 계속 그럽니다 좀 해결바랍니다
이동규, 1,2019-08-09,5,자동 로그인 되어 있는 상태에서 좌측상단 메뉴 누른 후 아래 로그아웃 누르면 로그아웃 중입니다라고 로딩만 됩니다. 로그아웃아이콘 옆의 설정메뉴 들어가서 우측 상단 로그아웃 아이콘 누르면 로그아웃이 되네요 (V50사용중입니다) 확인 부탁드려요.
MK LEE, 1,2020-12-19,0,집에 인터넷 TV쓰고있어서 앱들어가서 확인하려고하는데 앱이 아예 실행도 안되네 ㄷㄷ 웹사이트로 들어가봐야하나.. ㄷㄷ
김정은, 1,2021-02-21,1,왜 자꾸 데이터를 연결하라는겨 켜져있는디
광대, 3,2019-03-31,10,앱의 내용과 기능성은 매우 훌륭하나 자꾸만 'Error : uncaught reference error : $is not found 이라는 창이 뜨며 확인을 눌러도 계속 뜨는 상황이 발생함. 업데이트 문제인가 싶어 최신화했지만 여전히 말썽. 어쩌다 한 번 들어가 지기는 합니다. 이유를 알고싶습니다. 해결책 답변해주세요 ㅠ
Luffy P, 1,2020-12-18,0,지금 몇주째 서비스가 원할하지 않다고 집속이 안되는데 도대체 언제쯤 원할해 질까요?? 고칠 생각은 있으신건가요??
sakurasoulkjh, 4,2020-01-03,10,"위젯에 대한 건의가 있어요!! 요즘 요금제가 음성 및 문자가 무제한이고 나눠쓰기 데이터가 따로있는경우가 많은데요 위젯은 아직 시대를 못따라가는것이 아쉽네요 표시수치가 기존의 데이터,음성,영상이 있다면 본인데이터,나눠쓰기데이터,영상으로도 추가 해 주셨으면 합니다. 음성은 항상 차 있으니 보나마나고, 데이터는 본인꺼와 나눠쓰기가 합산되 표시하니 불편하네요"
이시안, 2,2019-04-08,4,저기요 고객센타가 연결이 안되요 요금 관련으로 전화를 해야 하는데 30번 이상 전화를 해도 이상한 음악만 들리고 1분 10초~30초 사이에 통화가 종료되요 이거 어떻게 좀 해주세요 요금은 오늘 안으로 내야 하는데 상담사 하고 연결이 안되면 어떻게 통화를 하나요 연결되게 해주세요
육상아, 1,2020-06-15,1,사용자정보까지 바뀌어 있어서 고객센터번호도 다 00000으로 떠있는게 정상이 맞는지 궁금합니다. 번호바꿔도 문자까지 더 문제 생겨서 계속 고생하다 통신사도 바꿨네요. 예전에도 대리점 외에 판매점이 사기친거라며 거짓말로 문제가 생겨 손해봤을때 홍보전화 와서 화가 났었는데 결국 일이 나더군요. 고객센터 직원만 보호 마시고 고객한테 잘못한곳들이나 저처럼 손해감수하며 타통신사로 까지 바꾸게 한 과정을 잘 알아보시고 배상해준다는 말 좀 들어봤으면 좋겠습니다. 3년간 힘들었던 것 생각하면 정말 화가 납니다. 제조사가 무슨 잘못인가요. 괜히 중간에서 고생한 직원도 있네요. 통신사에서 파견 나와서 일하는 직원들 정말 제대로 직원교육하세요.
이랑, 3,2019-06-14,14,"안녕하세요. 유플러스 고객센터 앱을 만들어주시고 발전을 위해 여러모로 노력하는건 감사합니다. 하지만 개선사항은 말씀드려야할것 같아 문의 남깁니다. 인터넷과 휴대전화비용 즉시 납부시, 세 가지. 방법이 있습니다.휴대폰인증, PASS앱사용,아이핀 이 세가지가 있는데(세 가지나 만들어놔서 다행입니다) 본인이 사용하는 휴대폰에서 본인휴대폰 정보가 인증이 안되는것은 왜 그런것인가요? 이를 개선할 수 있는 방법이 없는건가요? 물론 앱을 만들고 프로그래밍을 할 때 원하는대로 코딩하면 실패하는걸 찾는게 정상이라는 웃을수 없는 소리가 있다는걸 압니다마는, 어떤 때는 정상적으로 인증되다가 갑자기 어느날은 인증이 안되니 이제는 폰이 이상한건가하는 생각도 들어 의아해서 글을 남깁니다."
켄치, 1,2018-10-20,11,하... 진짜 써도써도 적응안되는 어플인것같습니다;; 타 통신사랑 비교 해서 미안하지만 비교당하는 이유가 있는거같습니다. 우선 어플들 사용하기 위해서 받아야 할 어플들이 쓸때없이 너무 많고 정보에대해 관련 항목들 클릭했을때 제대로된 정보를 보기 불편한게 너무 많습니다 왜 항상 세부적인것에서 밀리는지 이해가 안가네요 진짜 불편합니다.
갈매기조나단, 1,2019-02-04,1,포인트 전액결제 안되는거에요? 결제할때 포인트 전액사용했는데 결제누르니까 뭔 신용카드는 100원이상일때 결제된다고 뜨고 결제진행이 안되는데 업뎃전에는 되던데 왜 안되는거에요? 결제할때마다 100원씩 남겨야하나요? 그리고 앱내에 문의할 고객메뉴없어요? 그런거있으면 캡쳐이미지 첨부해서 문의하면 이해도빠르고 서로서로 편할텐데 이런문제는 어디다 문의하나요. 이런걸 하나하나 다 전화해서 해요? 전화해서 물어보면 알아듣지도 못하고. . . 앱내에 문의할 메뉴추가하면 좋겠네요
김지열, 5,2019-08-03,19,이앱을 아주 유요하게 사용하고 있었는데 마지막 업뎃하고나서 첫화면은 뜨는데 조명이 어두워지고 암것도 터치가 안돼요. 지금껏 업뎃해도 이런일이 없었는데 이번업뎃은 왜이러죠?가족들도 유플러스 쓰는데 혹시나해서 아직 업뎃을 안하고 있어요. 빨리 확인좀해주세요~
박주영, 1,2020-09-02,2,"유플 데이터충전소 사용후기를 쓰려니.. 후기란이 아예없어서 여기다 글써요.. 업뎃하라해서 업뎃해서 열기하면 또 업뎃하라하고.. 업뎃하고.. 열기하면 또 업뎃하라하고.. 이용을 하란건지 말란건지. 후기란 기존내용은 있고, 신규글은 작성도 막아놓으셨나봐요."
김건호, 1,2020-05-13,69,앱 실행 시 U+USIM 앱이 정상적으로 동작하지 않는다는 팝업과 함께 로그인이 안됩니다. 자급제폰이라 고객센터에서 확정기변 받으라 해서 받았구요. 앱 재설치 유심 탈착 등 모든걸 다 해봤습니다. U+PASS앱도 유사하게 단말에서 USIM 제거 후 재장착하라는 팝업이 뜨고 실행이 안됩니다. 개발사가 예외케이스 등에 대해 구현을 잘 못한것 같네요. 빠른 조치 부탁 드립니다.
