USER,STAR,DATE,LIKE,REVIEW
권혁진, 1,2019-05-21,3,업데이트 이후 위젯 새로고침시 한번에 성공하는 경우 20~30%이며 새로고침 시간이 예전엔 1초였다면 지금은 5초. 자동로그인임에도 불구 로그아웃되어 재로그인하라는 경우가 10번중 5번. 예전이 훨씬 좋아요. 다시 예전 어플 설치하게 해주세요. 추가글....쿠키 허용 및 어플 삭제후 재설치도 해봤습니다. 달라진게 하나도 없어요. 별 한개도 아깝습니다.
jincheol kim, 1,2019-02-24,0,"티월드 위젯 새로고침이 안되게 막아놨나요ㅋㅋ 다른 많은 분들도 같은 문제 지적하는데 ""데이터세이버 해제""하라는 답변만 복붙ㅋㅋ 아니 얼마전까지 데이터세이버 쓰면서도 아무 문제없이 잘만되던 게 왜 갑자기 안되는거냐구요ㅋㅋ 아~ 데이터 빨리빨리 소모시켜서 고가요금제로 바꾸라는건가요?"
미미밈미미밈, 2,2019-07-04,4,업데이트 후 홈터치버튼 중 캡쳐기능과 알림창 내리기? 버튼이 작동이 안 됩니다. 홈터치버튼의 다른 세개는 다 작동되는데 그 두개만 안돼요 왜죠? 업뎃이후로 화면이 부드럽게 넘어가는 건 좋긴하지만 그만큼 배터리도 업뎃이후로 더 빨리 소모되는 거 같아서 별로에요 적당히만 부드러웠으면 좋았을건데
조정숙, 1,2019-06-21,2,이거 왜 로그인이 안돼나요?? 진짜 사용하다 승질 버리겠네요. 글 길게 썼는데 수정합니다. 리뷰보고 에러인거 알았네요ㅡ.ㅡ 사용자가 에러를 찾아 알려줘야 하는건가요?? 와이파이 사용에서는 그렇게 로그인 안돼던게 와이파이끄고 데이터로 들어가니 로그인 한번에 됩니다. 확인하시고 빨리 정상적으로 사용할수있게 수정해주세요.
JH Angelus, 1,2019-04-16,0,"원스토어에서 다운받은 어플을 구글스토어에서 이번 업뎃을 진행시키면 어플 위젯 모두 먹통됩니다. 티월드 아이디 로그인이 안되고 위젯은 까맣게 표시됩니다. 이 걸알아내는데 3시간 넘게 걸렸네요. 원스토어에서 다운하고, 구글스토어 자동 업데이트 설정해놓았으면 꼼짝없이 이번 오류에 걸려들었을것입니다. 수정 좀 해주세요. 왜 위젯은 늘 업뎃마다 초기화되고 먹통 되는겁니까?"
김영석, 1,2019-05-09,17,"앱 실행시 ""현재 서비스 접속이 원활하지 않습니다"" 라는 개소리만 븝아내네요. 브라우저 문제는 아닌 것같습니다. 웹뷰는 안드로이드 시스템 웹뷰(기본)으로 설정되있고, 기본 브라우저는 설정되어 있지 않은 상테이고 설치된 브라우저 모두 제 3자 쿠키까지 허용된 상테입니다. 이 글을 읽고 제대로 답글 달아주실지는 모르겠지만.. 매크로 돌리거나 복붙하지 마시고 정확한 해결방법을 답글로 알려주셨으면 좋겠네요. 데이터 리필해야합니다 빨리 답해주세요"
니발바닥곰발바닥, 1,2019-08-01,5,클라우드플레어사의 1.1.1.1 어플과 충돌이 있네요. 1.1.1.1 어플은 개인 프라이버시 보호의 강화와 더 빠른 속도를 위해 사용하는 어플인데 이 어플을 사용하니 티월드 모바일어플이 정상 구동이 되질 않습니다. 1.1.1.1 어플을 포기하기 힘든데... 티월드 모바일 어플의 충돌이 dns의 변경과 관련이 있는지 모르겠지만 이부분 수정해주실수는 없을까요? 어플 끄고 사용하라고요? 그럼 위젯은요? ㅎㅎ 확인 제대로 안하시고 답변을 달아주시네요...
smith rim, 1,2019-06-28,2,"샤프 아쿠오스 c10 기종입니다. (new)tworld 이용하는데 로그인이 되다가 안되다가를 반복하다가 이제는 전혀 되지 않습니다. 기존 tworld 업데이트 시켜서 이걸로 해보려는데도 로그인이 안됩니다. 크롬 삼성 브라우저 쿠키 스크립트, 어플 백그라운드 설정은 다 했습니다. 어플 캐쉬와 데이터 제거 후에 다시 설치해서도 해봤습니다. 도움이 시급합니다!!!"
JW M, 1,2019-04-02,1,"업데이트 후 부가서비스 혜택 받은 내역,실적 보려면 웹 로그인 다시하라하고, 패스워드 맞게 입력해도 계속틀렸다고 오류 뜸. 일부러 서비스 제공 안하는 거 아니면 연동 제대로 되게 한 다음 업데이트 해주세요. 기존에 되던것도 안되게 하지말고.. 무슨서비스인지와 더불어 내가 얼마나 혜택 받을수 있는지 동시에 보여주라고요. 기존처럼."
빛한, 1,2019-06-27,9,"며칠 전까지만 해도 로그인 된 상태로 위젯까지 잘 사용하고 있었는데 갑자기 위젯 오류뜨길래 들어가봤더니 제맘대로 로그아웃. 다시 로그인 하려했더니 오류로 로그인도 안되고..쿠키허용 다 해봐도 로그인 오류뜨는데 리뷰 보니깐 모델, 오류캡쳐 등등 유선문의해달라고 하시는데 날짜를 보니 이미 한달 전부터 많은 사람들이 이런 상황을 겪고 있는데 이쯤되면 앱 자체를 다시 테스트해보거나, 업데이트를 다시 해봐야하는거 아닌가요? 언제까지 사용하는 사람들한테 '우린 가만히 있을테니 너네가 연락해라' 라는 마음을 갖고 계실건가요?"
aa a, 1,2019-05-20,6,"""현재 서비스 접속이 원활하지 않습니다""라고 뜨고 접속이 안됩니다. 일주일 전에도 같은 증상이라 업데이트 삭제하고 원스토어에서 4.0으로 업그레이드 했는데요. 오늘 문자로 기존버전 사용불가 안내 받고 업그레이드 했는데 여전히 안되네요. 브라우저 쿠키설정 허용되어있고 다른 설정 문제라 한들 기존에 잘 접속되는 버전을 사용중지 시키면서 새버전은 제대로 호환성 조치를 안해서 이용불가능한 유저를 만드는게 정말 황당합니다."
Google 사용자, 1,2018-11-25,0,이거 진짜 답글 남겨주세요 제가 아이디를 만들었거든요 근데 그게 로그아웃되고 비번 까먹어서 비번 찾기를 하는데 이메일 인증이 안됬데요 그래서 새로 만들려니 한번호에 새로운 계정은 안되나 봐요?다 본인인증 하고 하니 고객님은 이메일이 있으니 그거로 로그인 하래요 근데 그거 비번을 모르니 내가 이앱을 사용하는게 정말 옳은건가 하고 skt를 사용하는게 맞는걸까?이게 정말 통신사라면 본인인증으로 비번찾기를 해야되는거 아니에요? 그래서 1대1상담해서 이것좀 해결하려니 또 로그인해야되더래 진짜 이건좀 아닌것 같네요 빨리 고쳐줬으면 합니다 이게 안고쳐지면 이건 정말 사용하면 안되는 통신사가 맞는거 같아요 개인적으로 전에 skt되게 좋아하고 그랬는데 조금 실망했어요
김혁민, 1,2019-08-31,17,"와 진짜 욕이 나온다 별 한개도 아깝다 앱 들어가기만 하면 '현재 서비스 접속이 원활하지 않습니다.' 이러면서 아예 들어가지지도 않습니다. 앱 캐시와 데이터 삭제, 재설치까지 했는데도 이러네요. 여러분 만약 이 리뷰 보셨다면 절대 이 앱 쓰지 마시고 웹 사이트로 보세요. 그나마 괜찮네요."
o, 1,2019-06-10,0,앱이 업데이트 된 이후로 요금 결제할때마다 오류가 생기네요. 저번달에는 포인트예약 취소 버튼이 아무리 찾아도 없어서 고객센터에 몇일동안 통화 후에 그달 말쯤에나 생기더니 이번에는 그냥 즉시납부가 납부를 해도 금액이 차감이 안되네요 ㅎㅎ 업데이트를 하려면 제대로 하지 왜 쓸때마다 일일이 고객센터에 전화해서 고쳐야하죠??? 오히려 더 좋아져야할 기능이 전보다 못하면 이게 업데이트가 맞는건가요??
M거울, 3,2019-05-03,4,참.. 불편하네요. 지난번 앱은로그아웃을 해도 자동로그인 설정이 되어있어 앱을 들어가면 자동 로그인이 되어 바로 이용 할 수 있었는데 이건 자동 로그인을 해 놔도 매번 로그인을 해야하는건 뭐죠? 위젯도 자동으로 새로고침이 되던데 위젯 보려면 다시 로그인 해야하는 불편함이란.. 그리고 크롬 얘기하실거면 전 크롬 사용 안합니다.
편이점, 1,2019-06-01,0,"업데이트 후 접속안됨. 웃기는건 SKT고객센터에문의하니상담사가자기폰은문제없이접속된다며지금까지이런문의들어온적없다고 앱개발담당한테문의하라고떠넘기고, 앱개발담당한테문의하니자기폰은문제없이접속된다며 지금까지이런문의들어온적없다고 SKT고객센터나단말기업체에문의하라고함. 이렇게접속안된다는리뷰가터져나가는데도문의들어온게없다고우기고, 무슨공무원마냥부서끼리서로떠넘기기하고있음. 중요한건몇주째문제가수정이안되고있음. 이게고객만족도1위에빛나는SKT의고객전용앱의현실"
Google 사용자, 1,2019-01-03,0,진짜 그리안봤는데 개그지같네.도저히말이좋게안나오네. 인증을몇번을해도 시간만가고 인증번호오지도않고 상담문의남기려니까 휴대폰구매창만쳐뜨고. 폰하나못팔아먹어서 안달났냐 동네구멍가게도아니고 머냐이게지금. 아 진짜쌍욕계속나올라하네. sk만몇년짼데 그냥갈아타버려?! 아 밑에 다른 리뷰들하고 댓글달아논것도 가관이네 답장꼬라지봐라. 이런식으로 글남기고 그러는거진짜안하는데 천불이터져서 올린다내가. 안되면ars전화하라고? 전화하면 뻔히 어떤더런경우생기는가알면서 그런소리하냐 상담원이라도 많이 고용을하던가. 몇번을해도 겨우통화한번될까말까하는데. 그럴라면 이딴앱은왜만든건디?! 만든지 한두달되서 그런거라면 이해나하지. 어디 답이나한번들어봅시다.
Da Choi, 1,2019-07-07,1,별이 하나도 아깝네요. 게시하기 위해 어쩔 수 없이 별 하나를 택합니다. 로그인부터 안되는 앱은 처음입니다. 쿠키설정/강제종료 말고 방법 없나요? 설정해도 로그인페이지에서 계속 멈춰 있습니다. 어떻게 해결해야하나요? 복사 붙혀넣기 말고 현실적으로 해결되는 답변 바랍니다. tworld직영점 가면 해결 해주나요?
누구냐, 1,2019-07-06,1,별 하나도 아깝고 평가가치가 없는 업데이트. 굳이 앱 업데이트 하지 말고 m.tworld.co.kr 로 접속하면 로그인 잘됨. 북마크 추가하는게 속 편안하고 어플 깔아서 로그인 스트레스 받을 필요 없슴. 리뷰에 달리는 sk 답변들은 천편일률적인 복붙이며 따라해봤자 해결도 안 됨.
Kwang Min Lee, 4,2021-03-08,0,현재 서비스 접속이 원활하지 않습니다 이 메세지는 재설치 종료 재부팅 몆번 해도 접속이 안되는데 왜 그런가요 핸드폰 공기계 변경 하고 안되요
K Gun, 1,2019-05-29,10,"로그인 좀되게 해주요. 지난번에 강하게 리뷰 건의했는데 지워진듯 없네요. 욕나올거 같네요.쩝. 기존앱이랑 tworld new 랑 무슨 차이가 있는지 모르겠으나, 업데이트도 아니고 둘다 설치는 되었으나 둘다 로그인 안되고 반응 없는건 동일합니다. 앱 개발자, 정책 관리자분들은 대체 머하고 계신건지. 신규단말에 5g만 팔아 먹겠다고 구형폰은 이제 지원하지 않는건가요. 만약 그렇다면 떳떳하게 명시를 하던가요."
나뿐이쌤, 1,2019-06-12,0,이건 정말 아닌것 같습니다. 잘쓰고 있던 위젯을 엉망을 만들어놨네요 ㅠ LTE팅 무료금액하고 SMS/MMS사용가능금액을 기타요금으로 편성해서 윗젯에는 아예 표기 자체가 안되게 해놨네요 ㅠ 업데이트가 되었으면 더 편리하게 되어야 하는거 아닌가요? 잘 쓰고 있던 위젯을 왜 갑자기 사용하지 못하게 껍데기뿐인 위젯으로 탈바꿈시킨건지 도무지 이해할수가 없네요? 혹시 싸구려 요금제 쓰는 사람들은 무시하는건가요? 빠른 시일내에 위젯 정상으로 복구시켜주실꺼라 믿겠습니다!
김숙자, 1,2019-05-10,2,아이가 팅요금제 쓰는데 통화 가능량과 데이터가 충전금액으로 나오는 요금인데 앱에서 나의 데이터 통화에 문자 50건만 나오고 다른건 안나오네요. 위젯에서도 아예 선택 항목에 없구요. 쓰는 사람 얼마 없는 요금제라서 지원이 안되는 건가요 기능을 안만들어 놓구 오류라니 ㅡㅡ 팅플러스 요금제는 데이터 음성 잔량이 금액으로 표시되는건 알고 계시나요. 아예 설정할때 항목이 나타나지 않는다구요.
오은아, 4,2019-04-16,0,위젯기능이 바뀐후부터 더 불편합니다 요즘 요금제는 거의 통화는 무제한이라 그부분은 표시해줘도 별 쓸모가 없습니다 잔여통화시간을 선택할땐 영상통화/부가통화 시간을 선택해서 표시해주면 좋겠는데 마음대로 선택할수가 없습니다 위젯기능이 바뀌기전엔 그렇게 선택해서 잘 쓰고 있었는데 왜 더 불편하게 하나요? 무재한통화시간 말고 영상 부가통화시간을 선택해서 표시할수 있도록 개선해주십시오 티월드에 전화해서 문의해도 뾰족한 답이 없어 답답합니다 차라리 업뎃하지마세요 옛날버전으로 돌려주세요
장서현, 2,2019-04-19,0,앱 말고 데이터잔여량 확인하는 홈화면 위젯 때문에 의견 드립니다. 새로고침을 눌렀는데 제가 데이터네트워크를 꺼놔서 그 알림문구가 떴어요. 데이터를 켰는데 그냥 그대로더라구요. 근데 새로고침화살표도 계속 안 떠서.. 다른 앱 켰다가 홈화면 돌아와도 그대로고... 결국 위젯 지우고 다시 깔았어요. 매번 이렇게 해야 하나요? 새로고침버튼은 남겨놓으셔야죠...ㅠ
정경화, 1,2019-07-16,5,예전에는 안그랬는데 오늘 확인할게 있어서 앱을 들어갔더니 자동로그인이 안되더라구요. 로그인하려고 누르면 '본인 확인된 T아이디'가 뜹니다. 예전에는 이걸 누르면 바로 자동로그인이 됐었는데 오늘은 아무리 눌러도 로딩하는 상태바가 넘어가질 않고 그대로 있네요.ㅠㅠ 무슨 이상이 생긴건지 확인 부탁드리고 다음번 업데이트 때 꼭 좀 반영해주셨으면 좋겠습니다. 참고로 기종은 노트4입니다ㅠ
p p, 1,2019-06-14,13,최악의 어플로 내용 찾기도 어렵고 혼란스럽게 배치되어 있다..이렇게 불편하게 만들기도 어려울듯...이전까지는 아무문제없이 평범하게 사용했다...덕분에 고객센터에 전화까지 해봤다...내용 혼선으로... 총데이터 잔여량 표시하는 부분에 잔여총데이터량이 표시가 안되고 일부만 표시되어 아주 혼선을 유발합니다...어디서 보는것은 알겠는데...총데이터가 총량이 아니라는 겁니다
EVer C, 1,2019-04-16,18,하... 회선선택도 문제지만 어느 잔여량을 표기할지도 문제라구요! 내 기본 잔여통화량이 궁금하지 가족간 5천분이 남아있는지가 궁금한게 아니라구요. 여기 리뷰에서 제가 본 것만해도 몇번이나 제기된 문제인데 도대체 왜 업데이트에 반영을 안하시나요. 무슨 중소기업 베타서비스도 아니고.. VOC청취를 전혀 안하는건가요? 업데이트를 안하는것도 아니고. 엄청 어려운 기능을 요청하는것도 아니고. 위젯 잔여량 선택하는게 업데이트 몆주간에도 누락될 정도로 어려운 기능인가요? voc피드백에 문제가 있는건지 SW부서에 문제가 있는건지 외주업체가 바뀐건지 다들 5G한다고 사람이 모자라는건지.. 여기 평가하기 말고 공식적으로 요청할 수 있는 루트를 알려주세요. 그쪽으로 요청드리도록 하겠습니다.
제트와샤, 1,2019-04-04,19,"위젯 1×1 다시생겼는데 지난버젼에는 위젯에 표기될 사용량을 선택 할수있었는데 그건 다시 만들수없나요?? 지금 sk온가족프리로 사용중인데 위젯에 통화량이 '5000분'이라고 표기되면 어쩌나요ㅡㅡ문자도 기본제공이고 (무료통화 100분, 문자 50건, 데이터 6GB 요금제 사용중입니다) 지난버전에는 위젯에 표기될 사용량을 사용중인 요금제의 통화량,문자,데이터 를 선택할수잇었는데요. 이럴 불만이 한둘이 아닌데 답변은 회선설정은 불가합니다 그냥 땡이네요 뭐하는겁니까 이게 이전버전으로 다운그레이드라도 되게해주세요 다들 불편하다는데 개발자만 편하다고 업데이트하면 다 입니까"
김와꾸, 1,2021-01-01,8,새벽 2시까지 점검이라고 해서 기다렸는데 별다른 공지도 없이 해당 시간 지나도 이용안됨. 뭐냐? 공지를 왜한거지?
황현서, 1,2021-03-10,6,"하 앱 들어가니 로그아웃,로그인 할수없다 뜨고 분명 비번은 맞는데 안된다고 겨우 로그인하고 위젯 로딩하러 갔더니 또 로그인하라고 앱들어갔더니 무한반복. 뭐하자는건지요"
정영태, 3,2019-05-02,2,"위젯 표시항목 추가 수정 요청합니다. 지금은 데이타 등의 표시항목에서 표시항목을 개별 선택하거나 합산으로만 선택하게 되어 있고, 합산을 선택해도 특정 데이타항목은 제외됩니다. 전과 같이 알고 싶은 데이타 항목을 여러개 선택할 수 있도록 하고, 선택한 데이타 항목만 합산하여 표시되면 좋겠습니다. 전에 비해 보기 불편하네요."
김정호, 2,2019-04-18,0,로그인 화면으로 넘어가지지가 않네요. 간편로그인은 되지만 이제 리필쿠폰 쓰려고 로그인 화면으로 넘어가는데 로딩만 될뿐 화면이 전환되지 않습니다 이런 상황이 작년부터 계속 그런데 간편로그인만 추가되었지 기존 로그인 방법에 대해서는 아무것도 안하시네요 통신사 어플이면서
김유동, 1,2019-05-20,16,"갤럭시S4인데 5월 업데이트후 로그인이 안되네요~! 쿠키허용, 개인정보보호-데이터삭제 까지 다했는데도 안되네요 최신 버전 앱을 지원하지 않는 휴대폰을 사용하는 경우, 모바일 T world 웹에서만 서비스 이용이 가능합니다. 혹시 최신아닌 구형(?)이라 안되는건가요???"
DB K, 1,2019-05-04,15,"어쩌라는거죠. 디자인 바뀐 후에 서비스접속이 원활하지 않다고 잠시후 다시 사용해주세요. 가 없어지지를 않네요. 위젯은 당연히 안 되고, 삭제했다가 다시깔아도 안되고, 데이터로도 안되고, 와이파이를 바꿔봐도 안되고 데이터확인도 안되고, 관리도 안되고 참 황당하네요. 대체 어떻게해야하나요."
Jiyoung Kim, 1,2019-06-10,65,"구버전 지원 안된다고 해서 새롭게 다운받았는데, 왜 로그인이 되지 않는건가요??로그인이 안돼서 데이터충전, 선물 이런 기능을 전혀 사용을 못 하고있습니다. 로그인시 화면 전환 되지않아, 다시 로그인 누르면 정상 로그인 처리됐다고 잠시만 기다려달라는 팝업이 뜨고는 아무런 변화가 없습니다. 앱 호환성 확인 부탁드립니다."
심정인, 1,2019-06-24,5,아니 로그인이 안돼요. 오류코드 머시기뜨면서 다시 로그인하라해서 해도 계속안돼고 크롬이나 삼성 사용 안하고 앱사용중인데 뭐 댓글다는거보면 뭐해라뭐해라 하는데 별 도움도 안돼고 데이터 쿠폰을 쓰려해도 못쓰네요. 앱좀 제대로 쓸수있게좀 해주세요.
전인수, 1,2019-05-01,3,"수정합니다. 현재 adguard라는 광고차단앱을 쓰고 있는데, 이 기능 사용시는 접속이 원할하지 않다며 정상 작동이 안되네요. 기능을 해제하면 되고요. 이전 버전은 광고차단시에도 문제없었는데... 광고차단기능 활성화되어도 제대로 작동하게 해주세요..."
이수지, 1,2019-06-20,116,"로그인이 안 돼요. 별 하나도 아깝고 기본 앱이라 지워지지도 않아서 볼 때마다 화가 납니다. 왠만하면 이런 후기 안 쓰는데 이건 너무하네요. 아무리 시도해도 이유는 undefied. 삼성 브라우저 기본 설정부터 스크랩트 허용, 쿠키 허용, 방문기록 삭제, 개인정보 삭제 등등 댓글 보고 해볼 수 있는 건 다했는데 여전히 안 됩니다. skt 10년 가까이 써 왔는데 이런 경우는 처음이네요."
이애재, 1,2019-03-29,0,"회선이 여러개인데, 사용중인 핸드폰 데이터 잔량 표시해주던 위젯이 대표회선외엔 아예 표시가 안되네요. 어떤 폰이던 대표회선으로 떠버리면 어떻게 하나요 갑자기 업데이트를 하더니 잘사용하던 위젯을 엉터리로 매우 불편하게 만들어 버렸습니다 다시 기존의 위젯형식으로 변경 부탁드립니다 사용중인 회선의 데이터 잔량 표시되도록 꼭 부탁드립니다"
혜리무, 1,2019-04-16,15,앱 업데이트도 했고 소프트웨어도 최신 버전입니다. 위젯을 바탕화면에 꺼내놓는데 왜 자꾸 위젯을 로드하는 도중 문제가 발생했습니다 라는 문구가 뜨나요? 도대체 앱 업데이트 한 이후로 위젯 때문에 짜증나 죽겠습니다. 이럴거면 업데이트를 왜했는지 진짜. 빨리 해결해주세요. 진짜 짜증나니까.
eun young jung, 2,2019-07-09,3,고객센터 통화연결이나 채팅란이 있었으면 좋겠습니다. 또한 소액결제 조회 시 인증번호를 받아 입력하는데 좀더 간단하게 조회가능 했으면 좋겠으며 내역이 간단하게 나오는데 추후 확인을 위해 구매상품명도 같이 나왔으면 좋겠습니다. 그리고 첫 화면의 바로가기를 설정할 수 있는데 반해 밑에 컨텐츠를 선택하거나 순서를 변경할 수 없는게 불편한거 같습니다.
jm l, 1,2019-06-25,1,업데이트 이후로 어플 들어갈 때마다 자동로그인 풀려있고 심지어 로그인 눌러도 들어가지지 않음 더 구려졌는데 이게 무슨 업데이트인가 싶을 정도임.. 쿠키허용은 예전 부터 되어있었는데 해결도 안되는 방법을 왜 써놓는지도 모르겠음.. 어플 과거로 돌리던지 문제해결의 방법을 찾던지 빨리 조치를 취해줘야할듯 싶음
장소희, 3,2019-06-13,0,"앱 업데이트후 앱으로 로그인이 안됩니다 간편로그인은 되는데 T아이디 로그인이 안돼요. 비밀번호 찾기, 아이디 찾기도 안되고 안드로이드 6.0.1버젼이고요 빨리 조치해주세요 이상하게 만들어놨네요 간편로그인해서도 앞전보다 뭘 찾기도 어설프고;;; 좀 문제가 있네요 폰일때 pc화면으로 비번 찾기하니 되네요 앱으로는 안되고. 에러 수정 못하시나요? (추가) 왠 쿠키허용하라는 말씀만하시나요? 쿠키허용이 안되면 인터넷 사용 자체를 못하는데요;;; 쿠키함에 체크는 진작에 되어있었죠."
박종원, 1,2021-05-30,0,설치를 안햇는데 왜 있는지 모르겠네요 삭제도 안됨 무슨 업데이트?? 모야 ㅎㅎㅎ sk티스토어 왜 삭제가 안되지?? 자동?? 별 한개 주는것도 아깝다
송원석, 1,2019-05-23,2,"LG V20 이용자입니다. 멀쩡히 되던 앱이 안되네요. 새로고침 눌러도 안되고, 앱도 두가지고, SKT 고객센터 문의해도 해결책이 안나오네요. 기종에 맞는 해결책 요청합니다. 앱은 어떤걸 설치하나요? 둘중 하나? 둘다?"
김동숙, 1,2020-09-26,89,엊그제 업데이트후 로그인이 안된다고 뜨네요. '에러코드 1003 로그인실패'라고 계속 뜹니다. 몇년동안 잘써왔던걸 며칠전 업뎃하고나서부터 이런 현상으로 로그인접속을 할수가없어 답답하네요ㅜ.ㅜ잠시 그러는거겠지 했는데 며칠동안 계속 로그인실패라고 떠서 삭제하고 다시 업데이트 했는데도 같은 현상으로 로그인할수가 없어 답답하네요. 빨리 개선해주세요. 저만 그런게 아닌거같은데..>.<
송성수, 1,2019-06-15,1,업데이트하라고 해서 업데이트클릭하면 먹통! 잘쓰고 있던걸 왜 멋대로 업데이트하고 먹통만들어놓은건지...정말 11번가 팝업광고떠서 컴터 똥통만들더니 휴대폰도~~~20년 넘게 sk만 쓴다만 징글징글하다. 대한민국 1등기업 sk의 민낯이~~~
홍성복, 2,2019-06-29,0,왜 아이디로그인해도 10번넘게반복해도 일시적오류로 로그인이되질 안아요 어땋게하면 아디로그인 되요? 소액결제내역봐야하는데. 아디로그인하라는데 절대로안되요. 비번 아디가 맞는데도 오류로 로그인이인된다면서 다시로긴하라함 20번넘게해도 안되고 시긴만날리네요. 머가잘못된거죠?
YH KIM, 5,2019-04-29,10,리뷰 다시 씁니다! 이번 업데이트전 위젯 항목 설정 불가능 했던점에서..이번 업데이트로 가능하게 되어 별점 변경 및 리뷰 다시씁니다. 역시 대한민국 1위 통신사 SKT 입니다! 피드백도 확실하네요! 데이터 인피티니 사용자로 데이터쉐어링 40기가 잔량 확인하기 위해서 위젯 사용하는데 이번 업데이트로 다시 설정 가능하게 되어 정말 최곱니다!
서태랑, 1,2019-09-01,13,대체 어쩌란건지..잘되던앱이 업뎃하고 내정보에 들어갈수도 없는건 뭔지..한시간을 허비했는데도 안된다. 어쩌란건지. 짜증이 밀려오네. 안내문도없고. 쿠키어쩌구. 다 허용했는데 자동로그인이 안된다더니 그냥 로그인도 안되고..아예 내정보를 들어가지질않는다. 이따위 업뎃은 왜하는건지 안하느니만 못하지않나?
Kim hong-sik, 1,2019-04-27,5,"로딩이 안됩니다. 갤럭시 s7 엣지, 안드로이드 8.0 입니다. 최근 5.0.6으로 업뎃후 ""현재 서비스 접속이 원활하지 않습니다.""라는 메세지만 뜨고 전혀 로딩이 안됩니다. 위젯도 ""네트워크 연결이 필요합니다. '라는 메세지와 함께 로딩이 안됩니다. 조치해 주세요.."
민초에새우를찍어먹자, 1,2019-05-15,0,"저번버전이 훨씬 좋았어요. 보기도 편하고 현재까지 요금이 얼마나 됬나를 바로 확인허는게 편했지만 이번 버전은 어려워졌어요. 저번달 요금만 나오고 이번, 현재요금은 보이지 않네요. 혹시 찾아야되는것은 아니죠?"
Jiseok Yang, 1,2019-04-25,2,제발 기존에 잘 쓰고 있는거좀 바꾸려고 하지좀 맙시다. 업데이트 후 위젯이 날아가서 설정하려고 보니 로그인도 잘 안되고 에러메시지만 반복. 디자인도 별로. T world정도 큰 앱인데도 업데이트 후 앱 폴더에서 아이콘이 빠져나오는 사소한 것도 신경 전혀 안씀. So bad
오현수, 1,2019-05-04,0,최신으로 업데이트후 위젯이 이상해졌습니다 현재 위젯을 보면 위젯을 로드하는중 문제가 발생하였습니다라는 문구만 나오구있네요 브라우저는 삼성브라우저베타 사용중이며 기종은 lg Q9을 사용하고 있습니다 공지에 있는 쿠키허용은 이미 허용으로 되어있습니다 그래도 증상은 동일합니다
P, 2,2019-05-15,1,"업뎃 후 나무 안좋아짐. 위젯 새로고침에 너무 느리게 반응하고 로그인 해놔도 매번 로그인해야함. 그리고 위젯에 데이터만 표시됨. 업뎃 후 전화, 문자 표시 사라짐(잔액이 사라짐). 결론은 업뎃 후 쓰레기가 됨"
이병주, 1,2019-12-05,2,업데이트는 자주해.. 할때마다 로그인정보 없어져. 이번에는 로그인도 안되. 간펀로그인해서 들어가서 뭐누르면 아이디로그인하라고해.. 아이디로그인 누르면 설정에서 쿠키해제 하라고 해. 설정에 찾기해도 없어.. 안되서 지웠다 다시깔아봐..업데이트 또해.. 또 똑같아.. 아 욕나와
김미놔, 1,2019-05-07,5,자동로그인이 되지 않습니다. 아이디 3개까지 등록했는데 눌러도 반응이 없고 로그인 버튼이 활성화되지 않습니다. 그래서 위젯도 안보이네요. 저는 기본앱이 크롬이나 삼성 브라우저가 아닌 네이버앱으로 되어있습니다. 네이버앱 들어가면 쿠키 허용은 없고 방문url 기록 활성화버튼과 쿠키 삭제 버튼만 확인됩니다. 어떻게해야 로그인이 되나요?
Joseph 5, 1,2019-03-29,6,개선했다는데 더 불편하네요. 1. 일단 3x1 위젯 잔여량 글자 짤리는 건 테스트 해보신건지. 2. 회선이 여러 개인 경우 어느 회선 정보를 위젯에 보여줄지 설정할 수 있던 기능이 빠져서 불편하네요. 아니면 제가 못찼는건지요.
김상현, 4,2019-05-08,2,업데이트 이후 위젯에서 통화 합산 기능이 없어 불편해요. 업데이트 부탁드려요. 리필쿠폰으로 데이터와 음성을 추가 할 수 있는데 데이터는 기존과 리필이 합산되어 위젯에 볼 수 있으나 음성은 기존과 리필이 따로 분리되어 있어 리필이 합쳐진 잔여 통화량을 파악할 수 없어요!!
Yongwoon Park, 1,2019-04-01,4,예전 위젯으로 돌려주세요. 데이터만 중요한게 아니예요. 통화시간이랑 문자건수 작게 나와서 보기 힘들어요. 예전처럼 동그라미로 3가지 다 나오게 해주세요. 누구 아이디어인지 위젯 진짜 쓸모없어짐요ㅠㅠ
Shayne Oh, 1,2019-06-27,5,"2019.6.27. 방금 114답변을 받았는데 와이파이 환경에서 아이디 로그인시 언디파인 에러가 아직 해결이 안되서 그렇다고 합니다. 그래서 데이터로 로그인하니 잘되네요ㅡ,ㅡ 이건 뇌피셜이나 웬지 해외로밍시 데이터도 같이 로밍하게 유도하려고 꼼수 쓰는것 같은 구린스멜이!!!//데이터로밍접속시 티월드 유료 요금냠냠?// 설마 현지 유심 데이터접속도 막진 않았겠지 에이 설마 2019.6.23. 쿠키허용 다 했는데도 왜 로그인이 안되나요? 몇일전엔 10번쯤 시도하면 한번은 됐는데 이젠 아예 로그인이 안됩니다. 오만 수단과 방법 다 동원해도 언디파인!!!!! 불편함없이 잘쓰던걸 쓸때없이 업뎃을 왜 해가지고 이 사단을!!!"
